"","site_name","lat","long","predator_min_length","predator_max_length","predator_average_length","length_units","length_measure","predator_stage","type_of_fish","sample_size","start_date","end_date","habitat","microhabitat","measurement_type","measurement_units","author","year","journal","citation","table_figure","data_sorted_by","fish_id","notes","prey_taxon","measurement","prey_stage","sampling_interval","lon"
"49","chapman River, Australia",NA,NA,"24","44",NA,"mm","standard",NA,"Pseudogobius olorum","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_7",NA,"arachnida","0","unknown",NA,NA
"50","chapman River, Australia",NA,NA,"32","44",NA,"mm","standard",NA,"Oreochromis mossambicus","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_1",NA,"terrestrial_insects","0","unknown",NA,NA
"51","chapman River, Australia",NA,NA,"25","36",NA,"mm","standard",NA,"Gambusia holbrooki","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_2",NA,"terrestrial_insects","54.3","unknown",NA,NA
"52","chapman River, Australia",NA,NA,"31","134",NA,"mm","standard",NA,"Acanthopagrus butcheri","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_3",NA,"terrestrial_insects","2.5","unknown",NA,NA
"53","chapman River, Australia",NA,NA,"45","69",NA,"mm","standard",NA,"Amniataba caudavittata","7","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_4",NA,"terrestrial_insects","0","unknown",NA,NA
"54","chapman River, Australia",NA,NA,"28","56",NA,"mm","standard",NA,"Mugil cephalus","5","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_5",NA,"terrestrial_insects","0","unknown",NA,NA
"55","chapman River, Australia",NA,NA,"30","59",NA,"mm","standard",NA,"Hypseleotris compressa","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_6",NA,"terrestrial_insects","0","unknown",NA,NA
"56","chapman River, Australia",NA,NA,"24","44",NA,"mm","standard",NA,"Pseudogobius olorum","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_7",NA,"terrestrial_insects","0","unknown",NA,NA
"57","chapman River, Australia",NA,NA,"32","44",NA,"mm","standard",NA,"Oreochromis mossambicus","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_1",NA,"coleoptera_larvae","0","larvae",NA,NA
"58","chapman River, Australia",NA,NA,"25","36",NA,"mm","standard",NA,"Gambusia holbrooki","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_2",NA,"coleoptera_larvae","0","larvae",NA,NA
"59","chapman River, Australia",NA,NA,"31","134",NA,"mm","standard",NA,"Acanthopagrus butcheri","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_3",NA,"coleoptera_larvae","1.4","larvae",NA,NA
"60","chapman River, Australia",NA,NA,"45","69",NA,"mm","standard",NA,"Amniataba caudavittata","7","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_4",NA,"coleoptera_larvae","0","larvae",NA,NA
"61","chapman River, Australia",NA,NA,"28","56",NA,"mm","standard",NA,"Mugil cephalus","5","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_5",NA,"coleoptera_larvae","0","larvae",NA,NA
"62","chapman River, Australia",NA,NA,"30","59",NA,"mm","standard",NA,"Hypseleotris compressa","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_6",NA,"coleoptera_larvae","0","larvae",NA,NA
"63","chapman River, Australia",NA,NA,"24","44",NA,"mm","standard",NA,"Pseudogobius olorum","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_7",NA,"coleoptera_larvae","5.7","larvae",NA,NA
"64","chapman River, Australia",NA,NA,"32","44",NA,"mm","standard",NA,"Oreochromis mossambicus","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_1",NA,"diptera_larvae","0","larvae",NA,NA
"65","chapman River, Australia",NA,NA,"25","36",NA,"mm","standard",NA,"Gambusia holbrooki","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_2",NA,"diptera_larvae","9.2","larvae",NA,NA
"66","chapman River, Australia",NA,NA,"31","134",NA,"mm","standard",NA,"Acanthopagrus butcheri","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_3",NA,"diptera_larvae","36.5","larvae",NA,NA
"67","chapman River, Australia",NA,NA,"45","69",NA,"mm","standard",NA,"Amniataba caudavittata","7","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_4",NA,"diptera_larvae","69.6","larvae",NA,NA
"68","chapman River, Australia",NA,NA,"28","56",NA,"mm","standard",NA,"Mugil cephalus","5","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_5",NA,"diptera_larvae","0","larvae",NA,NA
"69","chapman River, Australia",NA,NA,"30","59",NA,"mm","standard",NA,"Hypseleotris compressa","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_6",NA,"diptera_larvae","22.7","larvae",NA,NA
"70","chapman River, Australia",NA,NA,"24","44",NA,"mm","standard",NA,"Pseudogobius olorum","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_7",NA,"diptera_larvae","54.4","larvae",NA,NA
"71","chapman River, Australia",NA,NA,"32","44",NA,"mm","standard",NA,"Oreochromis mossambicus","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_1",NA,"diptera_pupae","0","pupae",NA,NA
"72","chapman River, Australia",NA,NA,"25","36",NA,"mm","standard",NA,"Gambusia holbrooki","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_2",NA,"diptera_pupae","1.1","pupae",NA,NA
"73","chapman River, Australia",NA,NA,"31","134",NA,"mm","standard",NA,"Acanthopagrus butcheri","12","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_3",NA,"diptera_pupae","5.6","pupae",NA,NA
"74","chapman River, Australia",NA,NA,"45","69",NA,"mm","standard",NA,"Amniataba caudavittata","7","10/1/2002","10/1/2002","lotic",NA,"volume","percent","Maddern","2007","Journal of the Royal Society of Western Australia,","Maddern, M. G., Morgan, D. L., & Gill, H. S. (2007). Distribution, diet and potential ecological impacts of the introduced Mozambique mouthbrooder Oreochromis mossambicus Peters (Pisces: Cichlidae) in Western Australia. Journal of the Royal Society of Western Australia, 90(4), 203-214.","tbl2","averaged across sizes","madddern_2007_tbl2_4",NA,"diptera_pupae","3.1","pupae",NA,NA
